Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Organic,172,Composting,Pune,2022
Organic,161,Composting,Bhubaneshwar,2022
Paper,95,Landfill,Delhi,2021
Organic,173,Composting,Pune,2023
Plastic,156,Recycling,Luckhnow,2021
Organic,139,Composting,Bhubaneshwar,2022
Paper,166,Landfill,Bhopal,2022
Plastic,191,Landfill,Bhopal,2022
Paper,143,Recycling,Bhopal,2022
Paper,109,Landfill,Bhopal,2022
Organic,188,Composting,Ahmedabad,2023
Paper,98,Landfill,Bhopal,2021
Plastic,97,Landfill,Delhi,2021
Paper,132,Recycling,Bangalore,2023
Plastic,94,Recycling,Bangalore,2021
Plastic,110,Landfill,Bhopal,2021
Plastic,89,Recycling,Bangalore,2023
Organic,158,Composting,Bhubaneshwar,2023
Plastic,116,Recycling,Luckhnow,2021
Plastic,105,Landfill,Bhopal,2021
Plastic,101,Landfill,Delhi,2021
Organic,186,Composting,Pune,2023
Paper,127,Landfill,Kolkata,2022
Plastic,107,Landfill,Delhi,2021
Plastic,91,Recycling,Mumbai,2023
Plastic,94,Landfill,Bhopal,2022
Paper,179,Composting,Pune,2022
Plastic,147,Recycling,Bangalore,2023
Plastic,91,Recycling,Kolkata,2023
Plastic,92,Recycling,Mumbai,2023
Organic,130,Composting,Pune,2023
Plastic,92,Recycling,Mumbai,2023
Paper,135,Landfill,Bhopal,2022
Plastic,96,Recycling,Kolkata,2022
Organic,173,Composting,Pune,2023
Paper,110,Landfill,Bhopal,2021
Paper,100,Landfill,Bhopal,2021
Paper,80,Recycling,Bhopal,2022
Paper,98,Recycling,Kolkata,2021
Organic,157,Composting,Ahmedabad,2023
Plastic,101,Landfill,Mumbai,2023
Organic,200,Composting,Pune,2022
Plastic,103,Recycling,Mumbai,2023
Organic,194,Composting,Ahmedabad,2022
Paper,163,Recycling,Bangalore,2023
Paper,87,Landfill,Bhopal,2022
Paper,91,Recycling,Mumbai,2021
Organic,164,Composting,Ahmedabad,2022
Plastic,94,Recycling,Bangalore,2023
Paper,94,Landfill,Bhopal,2021
Organic,180,Composting,Pune,2022
Organic,189,Composting,Ahmedabad,2023
Plastic,105,Landfill,Mumbai,2023
Paper,80,Recycling,Luckhnow,2021
Plastic,81,Recycling,Mumbai,2023
Plastic,81,Recycling,Mumbai,2023
Plastic,105,Recycling,Bangalore,2021
Organic,169,Composting,Ahmedabad,2023
Organic,182,Composting,Bhubaneshwar,2022
Organic,174,Composting,Ahmedabad,2022
Plastic,114,Recycling,Mumbai,2023
Organic,175,Composting,Bangalore,2023
Organic,169,Composting,Ahmedabad,2023
Paper,188,Recycling,Kolkata,2023
Plastic,135,Recycling,Mumbai,2023
Organic,161,Composting,Ahmedabad,2023
Paper,80,Recycling,Luckhnow,2022
Plastic,82,Recycling,Bangalore,2023
Organic,138,Composting,Ahmedabad,2023
Plastic,101,Landfill,Delhi,2023
Plastic,101,Recycling,Delhi,2021
Organic,173,Composting,Pune,2022
Plastic,128,Landfill,Delhi,2023
Paper,131,Recycling,Bhopal,2022
Organic,177,Composting,Pune,2023
Paper,80,Recycling,Bhopal,2023
Plastic,88,Recycling,Mumbai,2021
Paper,124,Recycling,Kolkata,2023
Paper,80,Recycling,Luckhnow,2022
Plastic,80,Recycling,Mumbai,2023
Paper,80,Recycling,Bangalore,2021
Paper,93,Recycling,Bangalore,2023
Plastic,83,Recycling,Mumbai,2023
Plastic,88,Landfill,Delhi,2021
Plastic,116,Landfill,Delhi,2023
Organic,165,Composting,Pune,2023
Plastic,149,Recycling,Mumbai,2023
Plastic,126,Recycling,Mumbai,2023
Plastic,97,Recycling,Bangalore,2023
Plastic,88,Landfill,Bangalore,2023
Plastic,80,Recycling,Mumbai,2021
Organic,183,Composting,Bhubaneshwar,2023
Plastic,161,Recycling,Mumbai,2021
Paper,80,Landfill,Bhopal,2022
Paper,158,Recycling,Bhopal,2022
Paper,82,Recycling,Kolkata,2023
Organic,197,Composting,Pune,2022
Organic,162,Composting,Ahmedabad,2023
Paper,80,Recycling,Bhubaneshwar,2023
Paper,110,Landfill,Delhi,2021
Plastic,151,Landfill,Bangalore,2023
Paper,111,Landfill,Bhopal,2022
Organic,129,Composting,Bhubaneshwar,2023
Paper,178,Recycling,Bangalore,2023
Organic,192,Composting,Ahmedabad,2022
Organic,175,Composting,Bhubaneshwar,2023
Organic,173,Composting,Bhubaneshwar,2023
Plastic,101,Recycling,Mumbai,2023
Paper,80,Recycling,Bangalore,2023
Plastic,87,Recycling,Mumbai,2021
Paper,82,Composting,Bhopal,2023
Organic,186,Composting,Bhubaneshwar,2023
Plastic,107,Landfill,Delhi,2021
Organic,138,Composting,Pune,2023
Organic,183,Composting,Ahmedabad,2023
Plastic,189,Recycling,Bangalore,2021
Organic,159,Composting,Ahmedabad,2023
Paper,88,Recycling,Kolkata,2023
Organic,170,Composting,Ahmedabad,2023
Paper,96,Recycling,Kolkata,2023
Paper,80,Recycling,Bangalore,2023
Paper,88,Landfill,Bhopal,2023
Organic,167,Composting,Ahmedabad,2023
Plastic,102,Recycling,Bangalore,2021
Organic,156,Composting,Ahmedabad,2023
Organic,178,Composting,Pune,2022
Paper,80,Landfill,Bhopal,2021
Organic,200,Composting,Pune,2022
Organic,200,Recycling,Ahmedabad,2023
Plastic,128,Landfill,Delhi,2021
Organic,190,Composting,Ahmedabad,2023
Organic,153,Composting,Bhubaneshwar,2023
Organic,183,Composting,Ahmedabad,2023
Paper,128,Recycling,Bhopal,2023
Plastic,85,Recycling,Mumbai,2023
Paper,149,Recycling,Bhopal,2022
Paper,80,Recycling,Luckhnow,2022
Paper,121,Landfill,Delhi,2022
Paper,81,Recycling,Kolkata,2023
Organic,160,Composting,Pune,2023
Organic,200,Composting,Pune,2022
Paper,109,Landfill,Bhopal,2021
Plastic,80,Recycling,Luckhnow,2021
Plastic,104,Recycling,Mumbai,2023
Plastic,200,Landfill,Bhopal,2021
Paper,80,Recycling,Kolkata,2022
Paper,87,Recycling,Luckhnow,2022
Plastic,96,Recycling,Kolkata,2021
Plastic,108,Recycling,Bhopal,2023
Plastic,101,Recycling,Bangalore,2023
Plastic,92,Recycling,Bangalore,2023
Paper,104,Recycling,Luckhnow,2022
Organic,138,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Bhopal,2022
Organic,180,Composting,Pune,2023
Plastic,109,Landfill,Delhi,2021
Paper,131,Recycling,Bangalore,2023
Paper,200,Landfill,Bhopal,2023
Organic,168,Composting,Ahmedabad,2023
Plastic,95,Landfill,Delhi,2022
Plastic,114,Landfill,Delhi,2021
Plastic,106,Recycling,Bangalore,2023
Organic,151,Composting,Bhubaneshwar,2023
Organic,164,Composting,Bhubaneshwar,2023
Organic,165,Composting,Ahmedabad,2023
Plastic,111,Landfill,Bhopal,2021
Plastic,94,Landfill,Mumbai,2022
Organic,200,Composting,Bhubaneshwar,2023
Organic,186,Composting,Pune,2023
Organic,163,Composting,Ahmedabad,2023
Plastic,98,Recycling,Delhi,2023
Paper,108,Landfill,Bhopal,2022
Plastic,91,Recycling,Mumbai,2023
Plastic,108,Landfill,Delhi,2021
Plastic,88,Recycling,Bangalore,2022
Plastic,113,Recycling,Mumbai,2021
Plastic,94,Recycling,Luckhnow,2022
Paper,94,Recycling,Bhopal,2022
Plastic,96,Recycling,Mumbai,2023
Paper,107,Recycling,Bhopal,2022
Organic,169,Composting,Pune,2023
Plastic,140,Recycling,Luckhnow,2023
Paper,122,Landfill,Bhopal,2021
Paper,89,Recycling,Bhopal,2023
Organic,175,Composting,Bhubaneshwar,2023
Paper,81,Landfill,Bhopal,2021
Plastic,101,Landfill,Mumbai,2021
Organic,166,Composting,Bhubaneshwar,2023
Plastic,123,Landfill,Bhopal,2021
Organic,152,Composting,Bhubaneshwar,2023
Organic,168,Composting,Pune,2023
Organic,193,Composting,Ahmedabad,2022
Organic,135,Composting,Mumbai,2023
Paper,80,Recycling,Delhi,2023
Paper,110,Landfill,Bhopal,2022
Paper,99,Landfill,Bhopal,2022
Organic,173,Composting,Pune,2023
Paper,80,Landfill,Bhopal,2023
Organic,181,Composting,Pune,2022
Paper,92,Recycling,Bangalore,2023
Paper,85,Landfill,Kolkata,2023
Plastic,112,Landfill,Delhi,2021
Plastic,92,Recycling,Mumbai,2022
Organic,170,Composting,Bhubaneshwar,2022
Paper,81,Recycling,Luckhnow,2023
Organic,161,Composting,Pune,2023
Paper,131,Recycling,Kolkata,2023
Organic,194,Composting,Pune,2021
Organic,158,Composting,Pune,2022
Organic,171,Composting,Ahmedabad,2023
Organic,200,Composting,Ahmedabad,2023
Plastic,104,Landfill,Mumbai,2021
Paper,95,Recycling,Kolkata,2023
Organic,196,Composting,Pune,2023
Organic,197,Composting,Pune,2022
Paper,80,Recycling,Mumbai,2023
Plastic,115,Landfill,Bhopal,2021
Plastic,103,Recycling,Bangalore,2021
Paper,94,Landfill,Bhopal,2021
Plastic,92,Recycling,Bangalore,2023
Paper,82,Recycling,Luckhnow,2023
Organic,200,Composting,Pune,2023
Paper,90,Landfill,Bhopal,2021
Organic,185,Composting,Ahmedabad,2023
Paper,80,Recycling,Kolkata,2021
Plastic,96,Recycling,Bangalore,2021
Organic,162,Composting,Pune,2022
Organic,144,Composting,Ahmedabad,2023
Organic,200,Composting,Pune,2022
Organic,200,Composting,Ahmedabad,2022
Plastic,94,Landfill,Bhopal,2022
Plastic,88,Recycling,Mumbai,2023
Organic,127,Composting,Bhubaneshwar,2023
Paper,88,Recycling,Kolkata,2023
Plastic,99,Recycling,Mumbai,2023
Organic,166,Composting,Ahmedabad,2023
Paper,125,Landfill,Mumbai,2022
Paper,136,Recycling,Pune,2022
Paper,84,Recycling,Mumbai,2023
Paper,80,Recycling,Luckhnow,2023
Organic,166,Composting,Ahmedabad,2022
Paper,91,Recycling,Luckhnow,2022
Organic,172,Composting,Pune,2022
Organic,176,Composting,Ahmedabad,2022
Plastic,105,Recycling,Mumbai,2023
Organic,169,Composting,Pune,2023
Organic,167,Composting,Bhubaneshwar,2023
Organic,171,Recycling,Ahmedabad,2023
Organic,185,Composting,Bhubaneshwar,2023
Organic,171,Composting,Ahmedabad,2023
Paper,108,Recycling,Bangalore,2023
Organic,132,Composting,Bhubaneshwar,2023
Paper,91,Recycling,Luckhnow,2022
Paper,88,Recycling,Luckhnow,2021
Paper,83,Recycling,Kolkata,2023
Organic,200,Composting,Pune,2022
Plastic,80,Recycling,Bangalore,2023
Plastic,80,Recycling,Luckhnow,2021
Paper,117,Landfill,Bhopal,2022
Paper,90,Landfill,Bhopal,2021
Paper,85,Recycling,Luckhnow,2021
Paper,125,Recycling,Kolkata,2021
Plastic,109,Recycling,Mumbai,2021
Plastic,80,Recycling,Bangalore,2023
Paper,80,Recycling,Bhopal,2021
Plastic,95,Recycling,Luckhnow,2022
Organic,149,Composting,Pune,2023
Organic,152,Composting,Bhubaneshwar,2023
Paper,80,Landfill,Bhopal,2021
Organic,181,Composting,Ahmedabad,2023
Plastic,95,Recycling,Bhubaneshwar,2021
Organic,184,Composting,Ahmedabad,2023
Paper,96,Recycling,Luckhnow,2022
Plastic,106,Recycling,Mumbai,2021
Paper,93,Recycling,Bhopal,2022
Plastic,96,Recycling,Kolkata,2023
Organic,156,Composting,Ahmedabad,2023
Plastic,107,Landfill,Bangalore,2021
Plastic,94,Recycling,Bangalore,2023
Organic,192,Composting,Ahmedabad,2023
Plastic,82,Recycling,Bangalore,2023
Organic,185,Composting,Bhubaneshwar,2023
Organic,192,Composting,Pune,2022
Paper,113,Recycling,Bhopal,2021
Organic,185,Composting,Ahmedabad,2023
Organic,162,Composting,Bhubaneshwar,2022
Paper,80,Recycling,Kolkata,2023
Paper,106,Recycling,Bhopal,2022
Organic,200,Composting,Pune,2022
Plastic,88,Recycling,Bangalore,2023
Paper,166,Recycling,Kolkata,2023
Plastic,84,Landfill,Bhopal,2022
Plastic,177,Recycling,Mumbai,2023
Paper,127,Recycling,Kolkata,2023
Paper,85,Recycling,Kolkata,2022
Organic,166,Composting,Ahmedabad,2023
Organic,200,Composting,Bhopal,2022
Paper,83,Recycling,Luckhnow,2023
Plastic,163,Landfill,Delhi,2023
Paper,96,Landfill,Luckhnow,2021
Plastic,86,Landfill,Bangalore,2021
Paper,80,Recycling,Kolkata,2023
Paper,138,Landfill,Bhopal,2021
Plastic,97,Recycling,Delhi,2023
Organic,191,Composting,Pune,2023
Plastic,109,Landfill,Mumbai,2021
Organic,195,Composting,Pune,2023
Organic,164,Composting,Pune,2022
Paper,96,Landfill,Bhopal,2022
Plastic,87,Recycling,Bangalore,2023
Organic,174,Recycling,Kolkata,2023
Plastic,105,Landfill,Mumbai,2023
Organic,124,Composting,Bhubaneshwar,2023
Paper,97,Recycling,Kolkata,2023
Paper,91,Recycling,Luckhnow,2023
Organic,170,Composting,Bhubaneshwar,2023
Paper,152,Recycling,Bhopal,2023
Plastic,106,Landfill,Delhi,2021
Organic,153,Composting,Pune,2022
Paper,91,Recycling,Luckhnow,2021
Organic,138,Composting,Bhubaneshwar,2023
Paper,122,Landfill,Bhopal,2022
Plastic,95,Recycling,Bangalore,2023
Organic,143,Composting,Bhubaneshwar,2023
Organic,151,Composting,Ahmedabad,2023
Organic,143,Composting,Bhubaneshwar,2022
Paper,92,Landfill,Bhopal,2022
Plastic,106,Landfill,Delhi,2023
Organic,183,Composting,Bhubaneshwar,2023
Organic,160,Composting,Ahmedabad,2023
Organic,200,Composting,Ahmedabad,2023
Paper,101,Landfill,Bhopal,2021
Plastic,96,Landfill,Delhi,2021
Organic,161,Composting,Ahmedabad,2023
Plastic,108,Landfill,Delhi,2022
Plastic,102,Landfill,Delhi,2022
Plastic,142,Recycling,Kolkata,2023
Paper,80,Recycling,Mumbai,2023
Plastic,109,Composting,Bhopal,2022
Plastic,116,Landfill,Delhi,2021
Plastic,115,Landfill,Bhopal,2021
Organic,174,Composting,Pune,2023
Plastic,80,Recycling,Luckhnow,2023
Organic,170,Composting,Pune,2022
Plastic,105,Landfill,Delhi,2021
Paper,138,Recycling,Luckhnow,2023
Plastic,100,Landfill,Delhi,2021
Paper,102,Recycling,Kolkata,2021
Plastic,80,Recycling,Bangalore,2023
Paper,124,Recycling,Kolkata,2023
Organic,200,Composting,Ahmedabad,2023
Paper,92,Recycling,Luckhnow,2022
Paper,94,Recycling,Kolkata,2023
Paper,89,Recycling,Mumbai,2022
Plastic,80,Recycling,Bangalore,2023
Paper,83,Recycling,Luckhnow,2023
Paper,89,Recycling,Kolkata,2023
Plastic,97,Recycling,Bangalore,2023
Plastic,124,Landfill,Bhopal,2022
Organic,170,Composting,Bhubaneshwar,2023
Paper,159,Recycling,Kolkata,2021
Organic,191,Composting,Pune,2022
Paper,83,Recycling,Luckhnow,2021
Paper,200,Landfill,Bhopal,2021
Paper,135,Recycling,Kolkata,2023
Plastic,170,Recycling,Ahmedabad,2023
Organic,153,Composting,Ahmedabad,2023
Paper,102,Landfill,Bhopal,2021
Plastic,95,Landfill,Mumbai,2021
Paper,91,Recycling,Mumbai,2023
Paper,80,Recycling,Kolkata,2023
Paper,89,Recycling,Bangalore,2023
Organic,189,Composting,Ahmedabad,2023
Paper,80,Recycling,Luckhnow,2021
Organic,174,Composting,Pune,2023
Plastic,108,Recycling,Mumbai,2023
Organic,168,Composting,Bhubaneshwar,2023
Organic,160,Composting,Ahmedabad,2023
Organic,175,Composting,Ahmedabad,2022
Paper,89,Recycling,Mumbai,2023
Paper,198,Recycling,Bhopal,2022
Organic,200,Composting,Pune,2023
Organic,161,Composting,Ahmedabad,2021
Organic,137,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Mumbai,2021
Organic,147,Composting,Ahmedabad,2023
Paper,146,Recycling,Kolkata,2023
Organic,170,Composting,Pune,2023
Organic,129,Composting,Ahmedabad,2023
Plastic,82,Recycling,Kolkata,2023
Paper,80,Recycling,Kolkata,2023
Paper,90,Landfill,Luckhnow,2022
Plastic,84,Recycling,Luckhnow,2023
Paper,111,Landfill,Kolkata,2021
Organic,200,Composting,Pune,2023
Plastic,95,Landfill,Mumbai,2023
Organic,192,Composting,Ahmedabad,2022
Plastic,121,Landfill,Delhi,2022
Organic,187,Composting,Bhubaneshwar,2023
Paper,155,Composting,Pune,2022
Paper,100,Recycling,Bangalore,2023
Paper,87,Recycling,Kolkata,2023
Plastic,184,Landfill,Delhi,2021
Paper,95,Recycling,Bhubaneshwar,2023
Organic,181,Composting,Pune,2023
Paper,105,Recycling,Delhi,2021
Plastic,80,Recycling,Mumbai,2023
Organic,135,Composting,Bhubaneshwar,2023
Organic,200,Composting,Ahmedabad,2023
Paper,152,Recycling,Kolkata,2022
Organic,200,Composting,Pune,2022
Organic,191,Composting,Bhopal,2022
Plastic,114,Landfill,Mumbai,2023
Paper,85,Landfill,Mumbai,2023
Organic,104,Recycling,Bangalore,2023
Organic,171,Composting,Bhubaneshwar,2023
Plastic,190,Landfill,Mumbai,2023
Organic,174,Composting,Pune,2023
Organic,200,Composting,Ahmedabad,2023
Organic,163,Composting,Pune,2023
Plastic,90,Recycling,Mumbai,2023
Organic,196,Landfill,Delhi,2023
Paper,128,Recycling,Mumbai,2023
Paper,85,Recycling,Mumbai,2023
Plastic,106,Landfill,Delhi,2021
Plastic,107,Landfill,Delhi,2021
Plastic,94,Recycling,Bangalore,2023
Organic,168,Composting,Pune,2023
Plastic,84,Recycling,Bangalore,2023
Plastic,80,Recycling,Bangalore,2023
Paper,80,Recycling,Luckhnow,2021
Organic,147,Composting,Bhubaneshwar,2022
Organic,164,Composting,Kolkata,2023
Plastic,86,Recycling,Bangalore,2023
Organic,161,Composting,Ahmedabad,2023
Paper,87,Landfill,Bhopal,2021
Paper,100,Recycling,Kolkata,2023
Plastic,112,Landfill,Delhi,2021
Organic,171,Composting,Ahmedabad,2022
Organic,174,Composting,Pune,2023
Plastic,105,Recycling,Bangalore,2023
Plastic,93,Recycling,Bangalore,2023
Paper,158,Recycling,Kolkata,2022
Plastic,106,Landfill,Bhopal,2021
Paper,80,Recycling,Bangalore,2023
Plastic,86,Recycling,Mumbai,2023
Plastic,103,Landfill,Delhi,2021
Paper,102,Landfill,Bhubaneshwar,2021
Plastic,80,Recycling,Luckhnow,2023
Plastic,149,Recycling,Bangalore,2023
Plastic,80,Recycling,Kolkata,2023
Organic,188,Composting,Ahmedabad,2022
Plastic,88,Recycling,Mumbai,2023
Plastic,88,Recycling,Mumbai,2021
Plastic,93,Recycling,Delhi,2021
Organic,200,Composting,Pune,2022
Plastic,106,Landfill,Ahmedabad,2022
Plastic,167,Recycling,Mumbai,2023
Organic,169,Composting,Ahmedabad,2023
Paper,99,Landfill,Bhopal,2022
Plastic,86,Recycling,Bangalore,2023
Organic,188,Composting,Ahmedabad,2022
Organic,200,Composting,Pune,2023
Plastic,110,Landfill,Delhi,2023
Organic,96,Composting,Bhubaneshwar,2023
Plastic,91,Recycling,Mumbai,2023
Paper,105,Recycling,Luckhnow,2023
Plastic,80,Recycling,Kolkata,2023
Organic,149,Composting,Bhubaneshwar,2023
Paper,100,Recycling,Luckhnow,2021
Plastic,102,Landfill,Delhi,2021
Paper,96,Recycling,Bangalore,2023
Organic,176,Composting,Ahmedabad,2023
Organic,153,Composting,Pune,2023
Plastic,96,Recycling,Bangalore,2023
Plastic,96,Recycling,Bangalore,2021
Plastic,111,Landfill,Delhi,2021
Paper,161,Recycling,Kolkata,2023
Organic,99,Composting,Bhubaneshwar,2023
Organic,183,Composting,Bhubaneshwar,2023
Plastic,111,Landfill,Bhopal,2021
Paper,108,Landfill,Bhopal,2021
Plastic,102,Landfill,Luckhnow,2023
Paper,87,Landfill,Bhopal,2022
Plastic,92,Landfill,Bhopal,2021
Organic,179,Composting,Ahmedabad,2023
Plastic,119,Recycling,Kolkata,2023
Organic,174,Composting,Bhubaneshwar,2023
Plastic,102,Recycling,Mumbai,2023
Plastic,101,Recycling,Mumbai,2023
Organic,181,Composting,Bhubaneshwar,2022
Paper,111,Landfill,Bhopal,2022
Paper,134,Recycling,Mumbai,2023
Organic,172,Composting,Pune,2022
Paper,128,Recycling,Bhopal,2021
Plastic,96,Recycling,Mumbai,2023
Paper,104,Landfill,Luckhnow,2022
Plastic,94,Recycling,Bangalore,2023
Plastic,99,Landfill,Delhi,2021
Plastic,106,Landfill,Delhi,2021
Organic,155,Composting,Ahmedabad,2022
Plastic,101,Recycling,Bangalore,2021
Plastic,82,Recycling,Mumbai,2023
Plastic,101,Recycling,Bangalore,2023
Paper,94,Landfill,Kolkata,2023
Organic,182,Composting,Bhubaneshwar,2023
Plastic,149,Recycling,Kolkata,2023
Organic,129,Composting,Bhubaneshwar,2023
Paper,80,Landfill,Kolkata,2022
Paper,94,Recycling,Kolkata,2022
Plastic,139,Recycling,Delhi,2023
Plastic,82,Recycling,Kolkata,2023
Organic,170,Composting,Delhi,2022
Organic,168,Composting,Pune,2022
Organic,153,Composting,Ahmedabad,2023
Organic,132,Composting,Ahmedabad,2023
Plastic,116,Recycling,Mumbai,2023
Paper,87,Landfill,Bhopal,2023
Organic,190,Composting,Bhubaneshwar,2022
Paper,100,Landfill,Bhopal,2022
Paper,132,Recycling,Bhopal,2022
Organic,176,Composting,Pune,2022
Paper,80,Recycling,Luckhnow,2022
Paper,82,Recycling,Kolkata,2022
Organic,185,Composting,Pune,2022
Organic,200,Composting,Pune,2023
Plastic,80,Recycling,Mumbai,2023
Plastic,80,Recycling,Bangalore,2023
Paper,83,Recycling,Bhopal,2022
Plastic,94,Recycling,Mumbai,2023
Paper,96,Recycling,Bhopal,2022
Plastic,117,Landfill,Delhi,2021
Plastic,114,Landfill,Delhi,2021
Paper,141,Recycling,Kolkata,2022
Paper,84,Recycling,Kolkata,2023
Plastic,85,Recycling,Mumbai,2021
Organic,187,Composting,Pune,2023
Plastic,117,Landfill,Delhi,2022
Plastic,94,Recycling,Mumbai,2021
Paper,84,Recycling,Luckhnow,2022
Paper,89,Landfill,Bhopal,2022
Paper,144,Landfill,Kolkata,2023
Organic,130,Composting,Bhubaneshwar,2021
Plastic,85,Landfill,Delhi,2021
Paper,126,Recycling,Luckhnow,2021
Plastic,104,Recycling,Delhi,2023
Plastic,177,Recycling,Mumbai,2023
Organic,183,Composting,Bhubaneshwar,2023
Plastic,93,Landfill,Delhi,2023
Paper,132,Recycling,Luckhnow,2023
Paper,161,Recycling,Bhopal,2022
Organic,188,Composting,Bhubaneshwar,2023
Organic,183,Composting,Bhubaneshwar,2022
Paper,94,Landfill,Bhopal,2022
Paper,100,Recycling,Bhopal,2022
Plastic,95,Landfill,Bhopal,2022
Plastic,108,Landfill,Delhi,2021
Paper,94,Recycling,Luckhnow,2022
Plastic,92,Landfill,Delhi,2022
Organic,158,Composting,Pune,2023
Organic,135,Composting,Pune,2023
Paper,176,Landfill,Bhopal,2022
Organic,170,Composting,Bhubaneshwar,2023
Paper,98,Landfill,Bhopal,2021
Plastic,97,Recycling,Delhi,2023
Plastic,80,Recycling,Mumbai,2023
Organic,169,Composting,Bhubaneshwar,2022
Plastic,94,Recycling,Mumbai,2021
Plastic,113,Landfill,Delhi,2022
Paper,141,Recycling,Bhopal,2023
Organic,179,Composting,Ahmedabad,2022
Plastic,99,Recycling,Mumbai,2023
Plastic,111,Landfill,Bhopal,2022
Organic,200,Composting,Ahmedabad,2023
Organic,196,Composting,Bhubaneshwar,2023
Organic,189,Composting,Ahmedabad,2023
Organic,143,Composting,Pune,2023
Organic,192,Composting,Pune,2023
Plastic,134,Recycling,Mumbai,2023
Paper,96,Recycling,Bangalore,2023
Paper,83,Landfill,Luckhnow,2021
Plastic,86,Recycling,Delhi,2023
Paper,87,Recycling,Luckhnow,2023
Organic,162,Composting,Kolkata,2023
Paper,96,Recycling,Luckhnow,2021
Paper,124,Landfill,Delhi,2021
Organic,164,Composting,Ahmedabad,2023
Organic,160,Composting,Ahmedabad,2023
Organic,179,Composting,Pune,2023
Paper,80,Recycling,Bangalore,2021
Plastic,105,Recycling,Kolkata,2023
Organic,158,Composting,Ahmedabad,2023
Paper,104,Recycling,Delhi,2021
Paper,82,Recycling,Bangalore,2023
Plastic,92,Recycling,Kolkata,2023
Paper,80,Recycling,Luckhnow,2021
Organic,173,Composting,Ahmedabad,2022
Paper,99,Landfill,Bhopal,2021
Plastic,80,Recycling,Bangalore,2023
Plastic,89,Recycling,Bangalore,2021
Plastic,129,Landfill,Delhi,2021
Paper,80,Recycling,Bhopal,2023
Plastic,94,Recycling,Mumbai,2021
Paper,83,Recycling,Kolkata,2021
Plastic,86,Recycling,Bangalore,2021
Plastic,99,Landfill,Mumbai,2023
Plastic,121,Landfill,Bhopal,2021
Paper,111,Landfill,Bhopal,2021
Plastic,147,Landfill,Delhi,2023
Paper,96,Recycling,Bhopal,2022
Paper,81,Landfill,Luckhnow,2021
Plastic,100,Recycling,Luckhnow,2022
Paper,143,Landfill,Bhopal,2023
Organic,138,Composting,Bhubaneshwar,2023
Organic,126,Composting,Bhubaneshwar,2023
Paper,96,Recycling,Luckhnow,2021
Organic,151,Composting,Pune,2022
Paper,90,Recycling,Kolkata,2023
Organic,174,Composting,Pune,2023
Paper,84,Recycling,Kolkata,2023
Organic,180,Composting,Pune,2022
Paper,153,Landfill,Kolkata,2022
Plastic,88,Recycling,Mumbai,2023
Paper,88,Landfill,Luckhnow,2022
Plastic,100,Recycling,Luckhnow,2023
Paper,80,Recycling,Luckhnow,2023
Organic,188,Composting,Pune,2022
Paper,80,Recycling,Kolkata,2021
Paper,86,Recycling,Mumbai,2023
Organic,134,Composting,Ahmedabad,2023
Plastic,97,Landfill,Mumbai,2021
Paper,80,Recycling,Luckhnow,2023
Plastic,118,Recycling,Delhi,2023
Organic,172,Composting,Pune,2023
Plastic,80,Recycling,Mumbai,2021
Organic,166,Composting,Kolkata,2023
Paper,80,Recycling,Luckhnow,2023
Organic,193,Composting,Ahmedabad,2022
Organic,149,Composting,Ahmedabad,2023
Plastic,84,Recycling,Bangalore,2023
Plastic,100,Recycling,Bangalore,2023
Plastic,80,Recycling,Delhi,2023
Paper,92,Recycling,Luckhnow,2023
Plastic,116,Landfill,Delhi,2021
Organic,200,Composting,Pune,2022
Organic,200,Composting,Pune,2022
Organic,169,Composting,Ahmedabad,2023
Organic,200,Composting,Ahmedabad,2023
Organic,198,Composting,Ahmedabad,2023
Paper,141,Landfill,Luckhnow,2023
Plastic,83,Recycling,Luckhnow,2022
Organic,152,Composting,Ahmedabad,2023
Paper,160,Recycling,Kolkata,2023
Paper,162,Recycling,Kolkata,2022
Plastic,98,Recycling,Bangalore,2023
Paper,144,Recycling,Mumbai,2022
Organic,157,Composting,Delhi,2023
Plastic,83,Recycling,Bangalore,2023
Organic,146,Composting,Ahmedabad,2023
Paper,122,Landfill,Delhi,2022
Organic,163,Composting,Bhubaneshwar,2023
Plastic,97,Recycling,Bangalore,2021
Organic,168,Composting,Bhubaneshwar,2023
Plastic,104,Landfill,Bhopal,2023
Plastic,93,Landfill,Bhopal,2021
Plastic,122,Landfill,Delhi,2021
Paper,106,Landfill,Bhopal,2023
Organic,158,Composting,Pune,2023
Organic,190,Composting,Pune,2022
Paper,177,Recycling,Mumbai,2023
Plastic,115,Recycling,Bangalore,2023
Plastic,103,Landfill,Delhi,2021
Organic,173,Composting,Ahmedabad,2022
Paper,165,Recycling,Kolkata,2023
Plastic,108,Landfill,Delhi,2023
Plastic,100,Recycling,Bangalore,2023
Plastic,94,Recycling,Bangalore,2021
Paper,112,Landfill,Kolkata,2021
Organic,160,Composting,Bhubaneshwar,2023
Plastic,103,Landfill,Bangalore,2022
Plastic,91,Recycling,Mumbai,2023
Paper,95,Recycling,Luckhnow,2023
Paper,82,Landfill,Delhi,2021
Organic,200,Composting,Pune,2022
Plastic,106,Recycling,Mumbai,2021
