Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Organic,197,Recycling,Thane,2021
Plastic,177,Recycling,Kolkata,2020
Plastic,172,Composting,Hyderabad,2023
Plastic,194,Composting,Delhi,2023
Organic,235,Recycling,Bhopal,2020
Organic,113,Recycling,Jaipur,2020
Plastic,179,Recycling,Rajkot,2020
Organic,259,Composting,Kalyan-Dombivli,2020
Plastic,219,Landfill,Pune,2023
Paper,289,Recycling,Patna,2021
Organic,157,Composting,Kanpur,2020
Organic,94,Recycling,Meerut,2023
Organic,52,Recycling,Thane,2021
Plastic,226,Composting,Indore,2020
Plastic,279,Recycling,Vadodara,2023
Organic,285,Recycling,Ludhiana,2020
Organic,175,Recycling,Pimpri-Chinchwad,2020
Organic,255,Recycling,Pimpri-Chinchwad,2020
Plastic,181,Recycling,Ghaziabad,2023
Plastic,219,Landfill,Delhi,2023
Plastic,91,Composting,Delhi,2020
Paper,238,Composting,Nashik,2020
Plastic,170,Recycling,Nagpur,2020
Organic,207,Recycling,Bhopal,2022
Plastic,223,Landfill,Varanasi,2020
Paper,126,Recycling,Surat,2020
Paper,147,Composting,Kolkata,2023
Organic,232,Recycling,Ghaziabad,2021
Plastic,266,Composting,Ghaziabad,2020
Organic,91,Landfill,Ludhiana,2023
Plastic,120,Recycling,Hyderabad,2023
Organic,282,Recycling,Ludhiana,2020
Plastic,144,Composting,Agra,2022
Organic,89,Recycling,Bangalore,2022
Paper,139,Composting,Lucknow,2020
Organic,112,Recycling,Kanpur,2020
Organic,220,Composting,Nagpur,2022
Organic,217,Landfill,Nagpur,2022
Organic,138,Recycling,Ludhiana,2022
Organic,166,Recycling,Rajkot,2021
Organic,119,Recycling,Ludhiana,2020
Paper,108,Composting,Vadodara,2020
Plastic,150,Landfill,Vasai-Virar,2022
Plastic,200,Recycling,Kolkata,2023
Organic,113,Recycling,Kalyan-Dombivli,2020
Organic,203,Recycling,Bhopal,2023
Plastic,136,Composting,Meerut,2020
Organic,202,Landfill,Nagpur,2020
Organic,120,Recycling,Ludhiana,2020
Organic,262,Recycling,Nashik,2023
Paper,88,Composting,Delhi,2023
Paper,76,Recycling,Agra,2020
Paper,92,Recycling,Vadodara,2020
Organic,87,Landfill,Vadodara,2021
Plastic,201,Landfill,Kolkata,2020
Plastic,186,Recycling,Thane,2021
Organic,52,Recycling,Surat,2020
Organic,141,Recycling,Jaipur,2020
Plastic,83,Landfill,Kalyan-Dombivli,2021
Organic,269,Recycling,Ludhiana,2020
Organic,105,Composting,Kalyan-Dombivli,2020
Plastic,212,Recycling,Nashik,2022
Plastic,94,Composting,Surat,2020
Organic,252,Landfill,Bangalore,2022
Plastic,117,Composting,Surat,2020
Organic,86,Recycling,Faridabad,2022
Organic,131,Recycling,Kalyan-Dombivli,2020
Paper,170,Composting,Rajkot,2020
Plastic,235,Landfill,Jaipur,2023
Paper,214,Composting,Kalyan-Dombivli,2022
Organic,125,Recycling,Thane,2020
Organic,152,Recycling,Hyderabad,2022
Organic,187,Recycling,Vadodara,2020
Paper,122,Composting,Thane,2021
Paper,85,Recycling,Vasai-Virar,2020
Plastic,187,Landfill,Delhi,2020
Organic,52,Landfill,Surat,2023
Plastic,229,Composting,Indore,2020
Plastic,144,Composting,Ahmedabad,2020
Organic,119,Recycling,Bangalore,2023
Plastic,117,Composting,Pune,2020
Plastic,182,Landfill,Rajkot,2022
Paper,78,Recycling,Lucknow,2022
Plastic,188,Recycling,Bangalore,2020
Organic,84,Composting,Ludhiana,2020
Organic,217,Recycling,Lucknow,2021
Plastic,200,Composting,Delhi,2022
Organic,207,Recycling,Rajkot,2020
Organic,69,Recycling,Chennai,2020
Plastic,211,Landfill,Delhi,2020
Plastic,115,Composting,Ludhiana,2020
Organic,68,Recycling,Vasai-Virar,2020
Plastic,252,Composting,Meerut,2022
Organic,113,Recycling,Indore,2023
Plastic,193,Recycling,Bangalore,2021
Organic,212,Composting,Pune,2020
Organic,86,Recycling,Kalyan-Dombivli,2020
Plastic,102,Composting,Faridabad,2020
Organic,145,Recycling,Nagpur,2020
Plastic,165,Composting,Jaipur,2021
Organic,132,Recycling,Rajkot,2020
Organic,87,Recycling,Agra,2021
Organic,274,Recycling,Patna,2022
Plastic,155,Composting,Hyderabad,2020
Plastic,114,Recycling,Vasai-Virar,2020
Organic,52,Landfill,Surat,2024
Organic,81,Recycling,Jaipur,2020
Paper,158,Composting,Thane,2020
Paper,159,Composting,Agra,2023
Plastic,243,Recycling,Kanpur,2020
Organic,202,Recycling,Pune,2022
Organic,67,Recycling,Faridabad,2021
Paper,108,Recycling,Thane,2022
Paper,116,Landfill,Thane,2020
Paper,103,Recycling,Ahmedabad,2022
Plastic,236,Composting,Kalyan-Dombivli,2022
Plastic,112,Composting,Varanasi,2021
Plastic,183,Recycling,Meerut,2020
Plastic,250,Recycling,Kalyan-Dombivli,2021
Organic,52,Recycling,Thane,2020
Plastic,265,Composting,Bangalore,2020
Organic,234,Composting,Mumbai,2021
Organic,131,Recycling,Meerut,2020
Plastic,143,Recycling,Rajkot,2022
Organic,118,Recycling,Kalyan-Dombivli,2020
Plastic,240,Composting,Jaipur,2022
Paper,106,Composting,Nagpur,2020
Organic,84,Recycling,Vadodara,2022
Organic,158,Composting,Kalyan-Dombivli,2020
Plastic,84,Composting,Bangalore,2022
Organic,212,Composting,Vasai-Virar,2020
Paper,205,Composting,Varanasi,2020
Plastic,159,Landfill,Jaipur,2021
Organic,225,Recycling,Thane,2020
Organic,64,Recycling,Nashik,2020
Organic,139,Recycling,Thane,2020
Paper,186,Composting,Jaipur,2020
Organic,213,Recycling,Varanasi,2020
Plastic,52,Recycling,Ahmedabad,2023
Plastic,186,Composting,Delhi,2022
Plastic,230,Composting,Nagpur,2022
Plastic,95,Landfill,Surat,2020
Organic,118,Recycling,Jaipur,2020
Plastic,157,Composting,Varanasi,2022
Organic,237,Composting,Kanpur,2020
Plastic,127,Composting,Ahmedabad,2020
Paper,191,Composting,Ludhiana,2020
Paper,92,Landfill,Chennai,2021
Organic,134,Composting,Ludhiana,2020
Plastic,205,Composting,Chennai,2020
Organic,79,Recycling,Surat,2020
Paper,221,Composting,Kolkata,2020
Paper,201,Recycling,Nagpur,2020
Organic,177,Recycling,Kalyan-Dombivli,2020
Plastic,76,Recycling,Visakhapatnam,2020
Organic,246,Composting,Pune,2020
Organic,206,Composting,Agra,2020
Plastic,235,Composting,Thane,2021
Paper,243,Recycling,Kolkata,2021
Plastic,167,Composting,Nashik,2023
Plastic,175,Landfill,Delhi,2024
Plastic,146,Landfill,Indore,2023
Paper,189,Landfill,Meerut,2020
Organic,196,Composting,Vadodara,2020
Paper,280,Recycling,Chennai,2022
Organic,261,Recycling,Kalyan-Dombivli,2020
Plastic,164,Composting,Meerut,2020
Organic,111,Recycling,Visakhapatnam,2020
Plastic,141,Recycling,Chennai,2020
Organic,195,Composting,Vadodara,2020
Plastic,190,Recycling,Meerut,2020
Plastic,124,Recycling,Mumbai,2020
Plastic,74,Composting,Hyderabad,2022
Plastic,143,Composting,Visakhapatnam,2021
Plastic,165,Composting,Patna,2020
Paper,115,Composting,Vasai-Virar,2021
Organic,66,Landfill,Thane,2020
Plastic,212,Composting,Nagpur,2022
Plastic,134,Recycling,Nashik,2024
Plastic,171,Recycling,Pune,2023
Paper,211,Recycling,Bhopal,2020
Plastic,199,Composting,Pune,2023
Organic,204,Recycling,Nashik,2020
Organic,115,Recycling,Rajkot,2021
Plastic,102,Recycling,Thane,2024
Organic,112,Recycling,Nashik,2020
Paper,135,Landfill,Lucknow,2021
Plastic,66,Composting,Pune,2022
Organic,76,Composting,Nagpur,2020
Paper,111,Composting,Kolkata,2020
Organic,179,Recycling,Varanasi,2021
Organic,130,Landfill,Patna,2022
Organic,197,Landfill,Jaipur,2020
Organic,223,Composting,Visakhapatnam,2021
Plastic,139,Recycling,Jaipur,2024
Plastic,62,Recycling,Mumbai,2022
Organic,210,Recycling,Kolkata,2021
Organic,145,Recycling,Surat,2020
Paper,156,Composting,Kolkata,2021
Paper,191,Recycling,Surat,2020
Organic,92,Recycling,Vasai-Virar,2020
Organic,77,Recycling,Patna,2020
Organic,160,Landfill,Ahmedabad,2020
Organic,281,Recycling,Lucknow,2021
Paper,262,Recycling,Delhi,2022
Organic,246,Recycling,Kolkata,2021
Plastic,186,Composting,Thane,2020
Paper,233,Composting,Pune,2020
Organic,286,Composting,Patna,2020
Organic,252,Recycling,Kolkata,2023
Organic,117,Recycling,Kanpur,2020
Organic,216,Recycling,Ahmedabad,2020
Organic,89,Landfill,Visakhapatnam,2022
Organic,86,Recycling,Kalyan-Dombivli,2020
Organic,76,Recycling,Surat,2020
Paper,210,Composting,Nashik,2020
Paper,223,Composting,Kolkata,2020
Paper,231,Recycling,Ghaziabad,2020
Plastic,66,Composting,Bhopal,2022
Paper,144,Composting,Kalyan-Dombivli,2020
Paper,190,Composting,Vadodara,2020
Plastic,208,Composting,Pune,2021
Organic,141,Recycling,Kalyan-Dombivli,2021
Paper,115,Recycling,Meerut,2022
Plastic,204,Recycling,Faridabad,2020
Paper,118,Recycling,Kolkata,2023
Paper,156,Composting,Ludhiana,2022
Organic,229,Composting,Thane,2020
Paper,239,Composting,Lucknow,2020
Organic,178,Recycling,Ahmedabad,2023
Organic,143,Recycling,Varanasi,2020
Plastic,198,Composting,Bhopal,2022
Paper,137,Recycling,Lucknow,2020
Organic,96,Recycling,Vasai-Virar,2020
Plastic,142,Recycling,Nashik,2020
Organic,256,Composting,Vasai-Virar,2020
Paper,52,Landfill,Faridabad,2021
Plastic,52,Landfill,Pune,2024
Organic,145,Composting,Vasai-Virar,2020
Plastic,197,Composting,Visakhapatnam,2020
Organic,151,Recycling,Bangalore,2020
Organic,234,Landfill,Vadodara,2020
Organic,291,Recycling,Visakhapatnam,2020
Paper,211,Recycling,Delhi,2022
Plastic,78,Composting,Surat,2020
Organic,291,Recycling,Surat,2022
Organic,194,Recycling,Kolkata,2020
Organic,227,Recycling,Kolkata,2021
Paper,103,Composting,Nagpur,2020
Organic,193,Recycling,Kalyan-Dombivli,2023
Organic,52,Composting,Meerut,2022
Paper,52,Composting,Varanasi,2020
Paper,87,Composting,Meerut,2020
Organic,291,Recycling,Patna,2021
Organic,117,Composting,Ludhiana,2020
Plastic,52,Composting,Pune,2022
Paper,86,Recycling,Kanpur,2022
Paper,52,Recycling,Patna,2020
Organic,156,Recycling,Jaipur,2020
Plastic,86,Composting,Jaipur,2020
Plastic,181,Recycling,Rajkot,2022
Paper,222,Composting,Lucknow,2022
Plastic,205,Composting,Patna,2020
Paper,240,Composting,Pune,2020
Plastic,178,Composting,Agra,2023
Organic,89,Recycling,Nagpur,2021
Organic,204,Recycling,Ahmedabad,2020
Organic,121,Recycling,Hyderabad,2020
Paper,137,Composting,Mumbai,2020
Organic,200,Recycling,Pimpri-Chinchwad,2020
Paper,134,Recycling,Bhopal,2022
Paper,122,Recycling,Lucknow,2021
Plastic,167,Landfill,Vadodara,2020
Paper,214,Recycling,Kanpur,2020
Plastic,215,Composting,Indore,2021
Plastic,257,Landfill,Visakhapatnam,2022
Plastic,147,Landfill,Nagpur,2021
Paper,241,Composting,Varanasi,2020
Plastic,222,Composting,Ghaziabad,2020
Plastic,132,Recycling,Pune,2021
Plastic,53,Landfill,Varanasi,2022
Plastic,77,Recycling,Lucknow,2021
Paper,184,Recycling,Lucknow,2020
Organic,116,Composting,Patna,2020
Plastic,185,Landfill,Rajkot,2020
Organic,89,Composting,Hyderabad,2020
Plastic,200,Composting,Nagpur,2020
Paper,85,Composting,Bangalore,2021
Paper,229,Composting,Chennai,2022
Organic,52,Recycling,Kalyan-Dombivli,2021
Organic,125,Landfill,Kanpur,2021
Organic,57,Composting,Ahmedabad,2021
Plastic,157,Composting,Rajkot,2020
Plastic,225,Recycling,Patna,2021
Organic,229,Composting,Bangalore,2020
Organic,86,Recycling,Varanasi,2020
Plastic,214,Composting,Pune,2020
Organic,194,Landfill,Visakhapatnam,2022
Organic,135,Recycling,Nashik,2020
Plastic,226,Composting,Patna,2021
Plastic,148,Composting,Indore,2022
Organic,136,Recycling,Kalyan-Dombivli,2020
Paper,158,Recycling,Nagpur,2020
Organic,89,Landfill,Mumbai,2022
Paper,251,Composting,Indore,2020
Plastic,116,Landfill,Visakhapatnam,2020
Plastic,216,Composting,Delhi,2021
Organic,218,Recycling,Vasai-Virar,2021
Paper,126,Composting,Surat,2021
Plastic,101,Composting,Pune,2023
Organic,199,Recycling,Vadodara,2020
Paper,87,Composting,Delhi,2023
Plastic,187,Composting,Hyderabad,2020
Plastic,67,Composting,Chennai,2020
Plastic,170,Composting,Chennai,2020
Plastic,244,Composting,Lucknow,2020
Plastic,55,Landfill,Ludhiana,2021
Paper,227,Recycling,Chennai,2023
Plastic,277,Composting,Mumbai,2022
Plastic,216,Landfill,Kanpur,2022
Organic,239,Recycling,Rajkot,2020
Plastic,198,Composting,Nagpur,2021
Organic,160,Recycling,Indore,2022
Plastic,164,Recycling,Rajkot,2022
Plastic,246,Composting,Nagpur,2020
Paper,287,Composting,Ghaziabad,2023
Organic,239,Recycling,Patna,2020
Paper,139,Recycling,Visakhapatnam,2021
Plastic,102,Composting,Kanpur,2020
Organic,79,Recycling,Kalyan-Dombivli,2020
Paper,107,Composting,Bangalore,2022
Plastic,165,Composting,Kolkata,2020
Organic,213,Recycling,Kolkata,2021
Paper,108,Recycling,Rajkot,2021
Paper,166,Recycling,Mumbai,2020
Plastic,206,Composting,Surat,2020
Organic,118,Composting,Rajkot,2020
Organic,207,Landfill,Thane,2024
Paper,134,Composting,Hyderabad,2022
Plastic,90,Recycling,Bangalore,2020
Plastic,109,Recycling,Rajkot,2020
Plastic,171,Composting,Pune,2024
Organic,228,Recycling,Thane,2023
Plastic,188,Composting,Ludhiana,2021
Plastic,213,Composting,Meerut,2020
Organic,102,Recycling,Bhopal,2022
Organic,120,Recycling,Vasai-Virar,2020
Paper,114,Recycling,Pune,2020
Organic,160,Recycling,Varanasi,2020
Organic,227,Recycling,Pimpri-Chinchwad,2021
Plastic,106,Recycling,Lucknow,2023
Plastic,140,Composting,Visakhapatnam,2023
Plastic,223,Composting,Kalyan-Dombivli,2020
Plastic,202,Recycling,Meerut,2020
Plastic,187,Composting,Ahmedabad,2020
Plastic,52,Recycling,Vasai-Virar,2023
Paper,52,Landfill,Meerut,2020
Organic,106,Composting,Kolkata,2020
Plastic,66,Composting,Varanasi,2022
Plastic,153,Composting,Meerut,2021
Plastic,65,Composting,Thane,2023
Organic,52,Recycling,Agra,2021
Organic,184,Composting,Ludhiana,2020
Paper,181,Composting,Delhi,2021
Organic,103,Landfill,Meerut,2021
Organic,73,Composting,Kalyan-Dombivli,2023
Paper,130,Composting,Pune,2022
Organic,94,Recycling,Thane,2020
Paper,274,Composting,Delhi,2020
Organic,113,Recycling,Surat,2020
Paper,119,Recycling,Patna,2022
Plastic,134,Composting,Agra,2020
Organic,52,Composting,Kanpur,2020
Organic,128,Recycling,Pune,2020
Organic,118,Composting,Faridabad,2022
Plastic,218,Recycling,Ghaziabad,2020
Plastic,173,Recycling,Chennai,2020
Organic,189,Recycling,Agra,2022
Organic,184,Composting,Bhopal,2021
Organic,263,Recycling,Thane,2020
Organic,237,Recycling,Ahmedabad,2020
Paper,217,Composting,Hyderabad,2021
Plastic,219,Recycling,Indore,2020
Plastic,199,Composting,Chennai,2021
Organic,211,Recycling,Faridabad,2022
Plastic,108,Composting,Jaipur,2021
Organic,140,Recycling,Ludhiana,2020
Organic,176,Recycling,Kanpur,2020
Plastic,100,Composting,Jaipur,2023
Organic,94,Landfill,Vasai-Virar,2021
Paper,151,Composting,Meerut,2020
Plastic,152,Recycling,Vasai-Virar,2023
Plastic,222,Recycling,Meerut,2022
Organic,77,Recycling,Kanpur,2020
Organic,163,Recycling,Indore,2021
Organic,55,Recycling,Delhi,2020
Plastic,206,Composting,Lucknow,2020
Paper,106,Composting,Nagpur,2021
Plastic,69,Composting,Lucknow,2020
Plastic,221,Composting,Pune,2022
Organic,215,Recycling,Bhopal,2022
Plastic,52,Landfill,Delhi,2021
Plastic,219,Recycling,Pune,2022
Organic,173,Recycling,Delhi,2020
Organic,247,Recycling,Thane,2020
Plastic,232,Composting,Ludhiana,2022
Plastic,60,Composting,Ludhiana,2020
Organic,185,Recycling,Meerut,2021
Organic,129,Composting,Ludhiana,2022
Paper,158,Composting,Kalyan-Dombivli,2022
Paper,76,Composting,Nagpur,2020
Plastic,52,Landfill,Chennai,2023
Plastic,154,Landfill,Ludhiana,2023
Organic,119,Composting,Ludhiana,2020
Plastic,98,Composting,Vasai-Virar,2023
Organic,229,Recycling,Pimpri-Chinchwad,2022
Plastic,201,Composting,Varanasi,2020
Plastic,267,Recycling,Vadodara,2022
Plastic,52,Recycling,Jaipur,2022
Organic,155,Landfill,Ghaziabad,2020
Plastic,237,Recycling,Patna,2020
Organic,213,Recycling,Chennai,2020
Organic,84,Landfill,Rajkot,2020
Organic,209,Landfill,Faridabad,2021
Plastic,165,Composting,Vasai-Virar,2022
Organic,69,Recycling,Kolkata,2020
Organic,208,Recycling,Rajkot,2020
Paper,266,Composting,Delhi,2020
Paper,236,Composting,Nagpur,2023
Organic,189,Recycling,Ghaziabad,2022
Organic,96,Landfill,Thane,2021
Plastic,120,Composting,Visakhapatnam,2020
Organic,165,Recycling,Kalyan-Dombivli,2020
Paper,130,Recycling,Meerut,2020
Organic,258,Recycling,Jaipur,2023
Plastic,206,Composting,Vasai-Virar,2020
Paper,81,Recycling,Chennai,2022
Plastic,160,Recycling,Surat,2023
Plastic,184,Recycling,Kanpur,2021
Organic,178,Recycling,Agra,2021
Organic,195,Landfill,Surat,2020
Organic,291,Recycling,Rajkot,2021
Organic,58,Composting,Kalyan-Dombivli,2020
Paper,170,Recycling,Lucknow,2022
Plastic,184,Landfill,Nagpur,2022
Plastic,92,Composting,Vasai-Virar,2020
Organic,90,Recycling,Agra,2023
Organic,160,Recycling,Varanasi,2021
Organic,184,Recycling,Varanasi,2020
Paper,131,Recycling,Thane,2020
Paper,183,Landfill,Pune,2024
Plastic,191,Recycling,Lucknow,2021
Organic,75,Composting,Patna,2021
Plastic,233,Recycling,Vasai-Virar,2021
Organic,199,Recycling,Thane,2020
Plastic,62,Composting,Nashik,2021
Organic,167,Recycling,Ahmedabad,2020
Organic,95,Recycling,Mumbai,2021
Plastic,146,Composting,Visakhapatnam,2022
Organic,52,Landfill,Visakhapatnam,2021
Plastic,52,Composting,Vasai-Virar,2020
Plastic,155,Recycling,Lucknow,2023
Paper,52,Landfill,Jaipur,2020
Paper,214,Composting,Meerut,2021
Plastic,219,Composting,Pune,2022
Organic,88,Recycling,Varanasi,2020
Plastic,118,Composting,Varanasi,2021
Paper,242,Composting,Thane,2020
Organic,201,Composting,Kanpur,2020
Plastic,121,Composting,Thane,2020
Organic,172,Composting,Surat,2020
Organic,229,Composting,Nagpur,2022
Organic,227,Composting,Ludhiana,2021
Plastic,168,Recycling,Agra,2020
Paper,249,Composting,Delhi,2020
Organic,200,Recycling,Varanasi,2020
Plastic,140,Landfill,Kalyan-Dombivli,2023
Organic,82,Recycling,Mumbai,2021
Organic,95,Composting,Pimpri-Chinchwad,2023
Plastic,87,Recycling,Ahmedabad,2020
Organic,158,Recycling,Thane,2021
Organic,193,Landfill,Delhi,2021
Organic,243,Recycling,Kalyan-Dombivli,2020
Organic,143,Composting,Chennai,2022
Organic,70,Landfill,Nashik,2021
Plastic,117,Composting,Lucknow,2021
Organic,224,Recycling,Vadodara,2022
Paper,116,Recycling,Pimpri-Chinchwad,2020
Plastic,203,Composting,Meerut,2020
Plastic,254,Recycling,Kolkata,2021
Organic,68,Recycling,Bangalore,2020
Plastic,209,Composting,Rajkot,2020
Organic,109,Recycling,Visakhapatnam,2021
Organic,58,Recycling,Kalyan-Dombivli,2021
Organic,250,Recycling,Ghaziabad,2022
Paper,224,Recycling,Thane,2020
Plastic,226,Recycling,Visakhapatnam,2020
Plastic,258,Composting,Hyderabad,2021
Plastic,205,Composting,Surat,2022
Plastic,207,Recycling,Kalyan-Dombivli,2020
Plastic,203,Recycling,Chennai,2023
Plastic,174,Composting,Pune,2020
Plastic,135,Composting,Agra,2023
Plastic,181,Composting,Chennai,2021
Paper,180,Composting,Pimpri-Chinchwad,2021
Organic,101,Landfill,Rajkot,2021
Paper,208,Composting,Vasai-Virar,2020
Plastic,186,Recycling,Pune,2020
Organic,193,Recycling,Vasai-Virar,2020
Plastic,85,Recycling,Agra,2020
Plastic,115,Composting,Agra,2020
Paper,223,Composting,Vasai-Virar,2021
Plastic,122,Recycling,Jaipur,2021
Organic,81,Composting,Ludhiana,2020
Organic,237,Recycling,Chennai,2020
Plastic,170,Recycling,Nashik,2020
Plastic,113,Recycling,Kalyan-Dombivli,2023
Plastic,64,Composting,Pimpri-Chinchwad,2021
Organic,100,Recycling,Kanpur,2020
Organic,82,Landfill,Pune,2020
Paper,57,Recycling,Kanpur,2022
Organic,141,Recycling,Bhopal,2022
Paper,204,Landfill,Pune,2023
Organic,214,Composting,Nashik,2022
Organic,194,Recycling,Mumbai,2020
Organic,52,Recycling,Chennai,2020
Organic,92,Recycling,Agra,2020
Paper,178,Composting,Kolkata,2021
Organic,265,Composting,Nagpur,2021
Paper,251,Recycling,Thane,2023
Paper,160,Composting,Kanpur,2021
Paper,251,Recycling,Meerut,2021
Organic,201,Recycling,Visakhapatnam,2022
Plastic,230,Landfill,Rajkot,2020
Plastic,161,Composting,Thane,2020
Organic,121,Recycling,Mumbai,2020
Plastic,175,Landfill,Ludhiana,2020
Plastic,52,Composting,Mumbai,2022
Organic,106,Recycling,Kalyan-Dombivli,2020
Paper,203,Recycling,Surat,2020
Paper,217,Composting,Jaipur,2022
Paper,194,Composting,Delhi,2020
Plastic,109,Recycling,Jaipur,2023
Paper,147,Composting,Varanasi,2020
Organic,52,Recycling,Chennai,2020
Plastic,210,Composting,Kolkata,2022
Organic,283,Recycling,Meerut,2020
Paper,222,Recycling,Jaipur,2022
Plastic,110,Recycling,Jaipur,2024
Organic,113,Recycling,Jaipur,2020
Plastic,142,Composting,Surat,2020
Plastic,98,Composting,Agra,2020
Organic,66,Landfill,Agra,2022
Organic,222,Recycling,Surat,2020
Organic,291,Recycling,Ludhiana,2020
Paper,175,Composting,Nashik,2022
Plastic,136,Composting,Pune,2020
Plastic,74,Recycling,Jaipur,2020
Organic,159,Composting,Indore,2020
Paper,52,Composting,Faridabad,2021
Plastic,130,Recycling,Meerut,2023
Organic,172,Recycling,Kanpur,2020
Plastic,267,Composting,Jaipur,2024
Organic,227,Recycling,Kalyan-Dombivli,2020
Plastic,150,Recycling,Chennai,2023
Organic,181,Recycling,Chennai,2020
Paper,105,Recycling,Patna,2020
Paper,206,Composting,Surat,2020
Paper,156,Composting,Varanasi,2022
Paper,243,Recycling,Agra,2020
Organic,85,Recycling,Lucknow,2021
Plastic,280,Composting,Kalyan-Dombivli,2022
Organic,211,Recycling,Vadodara,2021
Organic,247,Recycling,Surat,2020
Paper,216,Recycling,Vadodara,2022
Paper,106,Recycling,Ghaziabad,2021
Paper,181,Composting,Nagpur,2022
Organic,173,Recycling,Ludhiana,2020
Organic,203,Recycling,Pimpri-Chinchwad,2022
Paper,282,Composting,Ludhiana,2022
Plastic,140,Composting,Kalyan-Dombivli,2022
Paper,222,Composting,Ghaziabad,2021
Paper,164,Composting,Vasai-Virar,2020
Organic,111,Recycling,Ludhiana,2020
Paper,226,Composting,Bhopal,2020
Plastic,208,Recycling,Indore,2020
Plastic,196,Landfill,Pune,2020
Plastic,177,Recycling,Ghaziabad,2020
Plastic,194,Recycling,Hyderabad,2022
Paper,265,Composting,Surat,2023
Plastic,249,Recycling,Rajkot,2020
Plastic,74,Composting,Faridabad,2020
Organic,156,Recycling,Vasai-Virar,2024
Plastic,161,Recycling,Vasai-Virar,2021
Organic,148,Recycling,Varanasi,2021
Organic,214,Composting,Meerut,2022
Plastic,194,Landfill,Bangalore,2020
Plastic,89,Recycling,Visakhapatnam,2020
Organic,88,Recycling,Hyderabad,2020
Organic,231,Recycling,Kanpur,2021
Paper,95,Composting,Kalyan-Dombivli,2020
Organic,256,Recycling,Vadodara,2020
Organic,52,Composting,Ludhiana,2021
Paper,114,Recycling,Kalyan-Dombivli,2023
Plastic,198,Landfill,Ghaziabad,2024
Paper,87,Composting,Pimpri-Chinchwad,2020
Organic,56,Landfill,Nashik,2021
Plastic,125,Recycling,Nashik,2020
Organic,248,Recycling,Nashik,2020
Paper,87,Recycling,Chennai,2022
Plastic,52,Composting,Bhopal,2021
Plastic,147,Recycling,Indore,2020
Plastic,235,Composting,Ghaziabad,2020
Paper,102,Recycling,Thane,2021
Plastic,214,Recycling,Rajkot,2020
Plastic,241,Recycling,Thane,2022
Paper,59,Landfill,Pune,2024
Plastic,225,Recycling,Bangalore,2021
Plastic,62,Composting,Rajkot,2022
Plastic,52,Landfill,Delhi,2021
Organic,169,Recycling,Varanasi,2020
Paper,97,Composting,Hyderabad,2023
Paper,114,Landfill,Indore,2023
Organic,149,Recycling,Chennai,2020
Organic,75,Recycling,Nashik,2021
Paper,205,Composting,Kalyan-Dombivli,2020
Organic,251,Recycling,Pimpri-Chinchwad,2020
Organic,52,Recycling,Varanasi,2020
Paper,125,Composting,Kalyan-Dombivli,2021
Paper,99,Composting,Thane,2020
Organic,173,Composting,Bhopal,2023
Organic,52,Composting,Pune,2020
Organic,263,Recycling,Lucknow,2020
Plastic,256,Composting,Kalyan-Dombivli,2023
Plastic,89,Recycling,Hyderabad,2020
Organic,186,Composting,Kanpur,2020
Organic,52,Landfill,Ludhiana,2021
Organic,251,Composting,Visakhapatnam,2021
Paper,140,Composting,Ahmedabad,2021
Plastic,231,Recycling,Varanasi,2020
Organic,147,Composting,Indore,2020
Plastic,202,Composting,Bhopal,2020
Plastic,278,Recycling,Rajkot,2021
Plastic,270,Composting,Jaipur,2021
Paper,91,Landfill,Patna,2020
Paper,174,Composting,Bhopal,2022
Paper,216,Recycling,Delhi,2022
Organic,114,Recycling,Thane,2020
Paper,254,Landfill,Pimpri-Chinchwad,2020
Plastic,70,Recycling,Varanasi,2020
Plastic,60,Landfill,Ghaziabad,2022
Plastic,90,Composting,Delhi,2020
Plastic,52,Landfill,Jaipur,2022
Plastic,227,Composting,Kolkata,2020
Plastic,170,Composting,Faridabad,2022
Organic,123,Recycling,Kalyan-Dombivli,2021
Plastic,285,Recycling,Surat,2021
Organic,77,Composting,Lucknow,2020
Organic,258,Landfill,Faridabad,2024
Organic,56,Recycling,Chennai,2020
Paper,94,Recycling,Hyderabad,2020
Paper,220,Composting,Meerut,2020
Plastic,86,Composting,Thane,2023
Paper,95,Recycling,Delhi,2021
Organic,63,Composting,Delhi,2021
Organic,220,Recycling,Varanasi,2022
Organic,71,Composting,Kolkata,2021
Organic,114,Composting,Ludhiana,2020
Paper,68,Recycling,Delhi,2020
Plastic,79,Composting,Surat,2020
Paper,69,Landfill,Ludhiana,2021
Plastic,181,Composting,Jaipur,2020
Paper,207,Recycling,Vasai-Virar,2023
Plastic,161,Recycling,Bangalore,2020
Organic,124,Composting,Ludhiana,2020
Plastic,170,Recycling,Varanasi,2020
Organic,242,Recycling,Ludhiana,2021
Plastic,106,Recycling,Meerut,2020
Plastic,52,Recycling,Pimpri-Chinchwad,2024
Paper,210,Recycling,Bhopal,2023
Paper,205,Recycling,Ahmedabad,2022
Organic,88,Composting,Nagpur,2023
Plastic,246,Recycling,Ghaziabad,2022
Plastic,184,Recycling,Rajkot,2023
Organic,229,Recycling,Ludhiana,2020
Plastic,245,Landfill,Nashik,2021
Organic,117,Recycling,Nashik,2022
Paper,227,Composting,Meerut,2020
Paper,220,Recycling,Indore,2023
